tissue	cell_type_major	cell_type_minor	cell_type_subset	exp	markers
Kidney	Podocyte	Podocyte	Podocyte	sec	"Agrn,Angptl3,Angpt4,Angpt1,Angpt2,Apol1,Bmp7,Ccl19,Ccl21,Cxcl12,Col4a1,Hspg2,Edn1,Hbegf,Hpse,Igfbp7,Il6,Mif,Mmp1,Nucb1,Nucb2,Serpine1,Spp1,Sfrp1,Tgfb1,Vegf,Vegfc"
Kidney	Glomerulus	Glomerular Basement Membrane	Glomerular Basement Membrane	pos	"Agrn,Col3a1,Col4a1,Col18a1,Lama1,Lama5,Lamb1,Lamc1,Nid1,Hspg2,Pxdn"
Kidney	Glomerulus	Glomerular Endothelium	Glomerular Endothelium	pos	"Nos3,Epas1,Klf2,Adora1,Agt,Agtr1,Cdh5,Pecam1,C3,C5ar1,Gja4,Gja5,Gja1,Cxcr4,Podxl2,Ednra,Lrp6,Ptafr,Pars2,Plvap,Selp,Ren,Sucnr1,Tie1,Tie2,Flt1,Kdr,Flt4"
Kidney	Glomerulus	Glomerular Endothelium	Glomerular Endothelium	sec	"Col4a1,Hpse,Hgf,Igf1,Igf2,Nos2,Pdgfb,Thbs1,Tnf,Vwf"
Kidney	Parietal Epithelium	Parietal Epithelium	Parietal Epithelium	pos	"Alpl,Alpp,Agtr1,Anxa3,Cdh17,Cdh6,Mme,Prom1,Cd24,Cd44,Cd68,Cd74,Cxcr2,Cxcr4,Cxcr7,Cldn1,Cldn2,Cldn3,Crim1,Egfr,Gas1,Ggt1,Nr3c1,Jag1,Lat2,Mcam,Ncam1,Cspg4,Notch1,Notch3,Ocln,Ptafr,F2rl1,Pdgfrb,Tgfbr1,Tgfbr2,Havcr1,Vcam1,Eif4ebp1,Akap12,Acta2,Ctnnb1,Cav1,Ccnd1,Krt8,Mapk1,Hes1,Ilk,Mapk1,Mtor,Cdkn1c,Rps6kb1,Pax2,Pax8,Sesn2,Six1,Six2,Smc3,Snai1,Hnf1b,Tcf7,Tjp1,Tagln,Uchl1,Vim"
Kidney	Parietal Epithelium	Parietal Epithelium	Parietal Epithelium	sec	"Cp,Col1a1,Col4a1,Ccn2,Fgf1,Fgf2,Hbegf,Mmp9,Nid1,Pdgfd,Hspg2,Tgfb1"
Kidney	Mesangial cell	Mesangial cell	Mesangial cell	pos	"Adora2b,Adra1,Adrb1,Agtr1,Npr1,Npr2,Cd44,Thy1,Ccr1,Ccr2,Ccr5,Ccr7,Cxcr3,Gja4,Gja5,Gja1,Gjc1,Egfr,Ednrb,Fgfr1,Fgfr2,Fgfr3,Fgfr4,Fgfrl1,Efnb2,Fcgr1a,Tnfsf12,Slc2a1,Met,Icam1,Ifngr1,Ifngr2,Itga1,Itga3,Itga5,Itga8,Itgb1,Itgb3,Lrp6,Mrc1,Ptafr,F2rl1,Pdgfrb,Ptger1,Ptger3,Ptger4,Ptgir,Ager,Ren,S1pr1,S1pr2,S1pr3,S1pr4,S1pr5,Tgfb1,Tgfbr1,Tgfbr2,Tgfbr3,Tlr2,Tlr4,Tnfrsf1a,Tnfrsf1b,Tfrc,Trpc1,Avpr1a,Akt1,Actn1,Acta2,Prkaa2,Ptgs2,Des,Hif1a,Nfkbia,Nos2,Mapk8,Alox5,Mtor,Myh2,Ncf1,Nfkb1,Nox4,Nfe2l2,Cyba,Mapk14,Ncf2,Pde5a,Pik3c2b,Pik3cd,Pik3cg,Pik3r3,Pik3r1,Pik3r2,Prkca,Prkcb,Prkcd,Prkce,Prkcg,Prkci,Prkcq,Prkcz,Rac1,Sirt1,Smad1,Sox9,Sp1,Srebpf1,Stat1,Tlr3,Tsc2,Usf1,Usf2,Ybx1,Ybx2,Ybx3"
Kidney	Mesangial cell	Mesangial cell	Mesangial cell	sec	"Agt,Bgn,Bmp4,Ccl2,Ccl3,Ccl5,Col1a1,Col3a1,Col4a1,Cfd,Ccn2,Cxcl1,Cxcl10,Cxcl12,Cxcl5,Il8,Dcn,Fgf1,Fgf2,Fn1,Hbb,Hgf,Has2,Il6,Lmnb1,Labm1,Mmp1,Nid1,Nos2,Spp1,Ptafr,Pdgfb,Ptx3,Tgfb1,Thbs1,Timp1,Vegfa,Vtn"
Kidney	Macula Densa	Macula Densa	Macula Densa	pos	"Adora2a,Adora2b,Adrb1,Adm,Agtr1,Bdkrb2,Cacna1c,Casr,Gja1,Calcrl,Drd1,Drd3,Drd4,Drd5,Egfr,Ednra,Ednrb,Il6st,Nr3c1,Hrh2,Jag1,Lrp6,Nr3c2,Slc12a2,Notch3,Nrp1,Npy1r,Oxtr,Ptafr,Fxyd1,Kcnj1,Kcna3,Ptp4a3,Tbxa2r,Ren,S1pr1,Sucnr1,Tgfbr2,Ntrk2,Trpc3,Vipr1,Adcy1,Ikzf3,Akr7a2p1,Acta2,Arid5b,Ppp3ccc,Calm1,Ctsb,Ep300,Cdx1,Prkg1,Cox2,Creb1,Crip1,Dicer1,Esrrg,Foxd1,Gnal,Gata3,Gfi1b,Gucy1a2,Hoxd10,Itpr3,Jph2,Nr1h3,Mef2c,Myh11,Nfatc1,Nfkb1,Nkx2-5,Mapk14,Pde5a,Pln,Prkaca,Prkca,Prkcb,Prkcd,Prkce,Prkcg,Prkci,Prkcz,Plcb1,Plcb3,Plcb4,Plcd3,Plcg1,Plcg2,Pparg,Rara,Rbpj,Rgs5,Rxra,Ryr1,Ryr2,Srf,Snap23,Stat1,Tbp,Tcf3,Thra,Trdn,Vamp2,Vdr"
Kidney	Macula Densa	Macula Densa	Macula Densa	sec	"Mgp,Ren,Sfrp2"
Kidney	Tubule Epithelium	Tubule Epithelium	Tubule Epithelium	pos	"Abcc9,Adra1a,Adra1b,Adra1d,Adra2a,Adra2b,Adra2c,Adrb1,Adrb2,Agtr1,Anxa2,Aqp1,Bdkrb1,Bdkrb2,Calcr,Atp2b1,Casr,Calm1,Cftr,Clcn2,Slc12a1,Slc5a5,Cldn1,Drd1,Drd2,Drd3,Drd4,Drd5,Scnn1a,Ednra,Gcgr,Slc2a4,Kl,Lnpep,St14,Slc8a1,Npr1,Ocln,Oxgr1,P2ry2,F2rl1,Kcnma1,Kcnj1,Kcnk7,Kcna3,Tbxa2r,Pthlh,Rhbg,Rhcg,S1pr1,Slc5a2,Slc12a3,Slc13a3,Slc14a1,Slc22a6,Slc4a7,Slc4a8,Slc4a9,Scn8a,Slc9a1,Atp1a1,Slc12a1,Sorl1,Sucnr1,Havcr1,Trpv1,Umod,Slc14a2,Avpr1a,Adcy1,Ap2a1,Prkaa2,Ldlrap1,Arrb1,Camp,Cask,Cop1,Cox2,Creb1,Cybb,Cyp4a22,Cyp4f11,Ddc,Enos,Mapk1,Gnal,Glud1,Gls,Gucy1a2,Itsn1,Lin7a,Magi1,Mal,Mpdz,Nedd4,Nherf1,Nherf2,Nos1,Nox4,Osr1,Pde2a,Pde3a,Pde3b,Prkaca,Prkca,Pla2g16,Pla2g1b,Pla2g2a,Pla2g4a,Pla2g7,Plcb1,Plcb3,Plcb4,Plcd3,Plcg1,Plcg2,Pparg,Rock1,Scamp2,Sgk1,Snap23,Snx3,Sqle,Src,Stk39,Stx1a,Sntb1,Tax1bp3,Tcirg1,Usp10,Vamp1,Wnk1,Yes1"
Kidney	Tubule Epithelium	Tubule Epithelium	Tubule Epithelium	sec	"Klk1,Kng1,Nos2,Ptges2,Prss8,Umod,Sostdc1"
CNS_RnDsystems	Astrocyte	Astrocyte	Astrocyte	pos	"Bcrp1,Aldh1l1,Aldoc,Klhdc8a,Aqp4,Gja1,Slc1a3,Slc1a2,Lgals3,Gap43,Gfap,Glul, hes1,Ndrg2,Notch1,Pea15,S100b,Sox9,Birc5,Bcl2"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M1)	pos	"Csf2,Ifng,Il1b,Il6,Tnf,Cd80,Cd86,Cd36,Cd40,Cd68,Fcgr2a,Fcgr2a,Fcgr2b,Fcgr3a,Fcgr3a,Fcgr3a,Hla-dra,Hla-drb1,Cox20,Nos2"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M1)	sec	"Ccl2,Ccl3,Ccl4,Ccl5,Ccl8,Ccl11,Ccl12,Ccl15,Ccl19,Ccl20,Cx3cl1,Cxcl1,Cxcl9,Cxcl10,Cxcl11,Cxcl13,Ifng,Il1b,Il2,Il6,Il12a,Il15,Il17a,Il18,Il23a,Mfge8,Mmp3,Mmp9,Nos2,Tnf"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2a)	pos	"Il4,Il13,Arg1,Pparg,Tgm2,Cd163,Clec10a,Cd209,Hla-dra,Hla-drb1,Mrc1,Cd33,Msr1,Trem2"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2a)	sec	"Ccl13,Ccl14,Ccl17,Ccl18,Ccl22,Ccl23,Ccl24,Ccl26,Retnlb,Igf1,Il1rn,Il4,Il10,Il13,Pdgfa,Pdgfb,Tgfb1,Tgfb2,Tgfb3,Chi3l1"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2b)	pos	"Il1b,Ifng,Tnf,Cox2,Socs3,Sphk1,Sphk2,Cd86,Fcgr1a,Fcgr2a,Fcgr2b,Fcgr3a,Fcgr3a,Hla-dra,Il1r1,Cd74"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2b)	sec	"Csf3,Csf2,Il1b,Il6,Il10,Tnf"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2c)	pos	"Nr3c1,Nr3c1,Il10,Tgfb1,Tgfb2,Tgfb3,Arg1,Socs3,Sphk1,Cd163,Il4r,Mrc1,Msr1,Scarb1"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M2c)	sec	"Ccl16,Ccl18,Cxcl13,Il10,Tgfb1,Tgfb2,Tgfb3"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M0)	pos	"Aif1,Itgam,Ptprc,Cx3cr1,Adgre1,Fcgr1a,Fcrl4,Csf1r,Mertk,P2ry12,Tmem119"
CNS_RnDsystems	Myeloid cell	Microglia	Microglia (M0)	sec	"Bdnf,Igf1"
CNS_RnDsystems	Neuron	Neuron	Neuron (Cholinergic)	pos	"Ache,Chat,Slc18a3,Ache"
CNS_RnDsystems	Neuron	Neuron	Neuron (Dopaminergic)	pos	"Dbh,Folr1,Kcnj6,Foxa2,Lmx1b,Nr4a2,Slc6a2,Slc6a3,Th"
CNS_RnDsystems	Neuron	Neuron	Neuron (GABAergic)	pos	"Gabbr1,Gabbr2,Gad1,Gad2,Slc6a1,Slc32a1"
CNS_RnDsystems	Neuron	Neuron	Neuron (Glutamatergic)	pos	"Glul,Grin1,Grin2b,Slc17a7,Slc17a6"
CNS_RnDsystems	Neuron	Neuron	Neuron (Glycinergic)	pos	"Slc6a5,Slc32a1"
CNS_RnDsystems	Neuron	Neuron	Neuron (Serotonergic)	pos	"Ddc,Fev,Slc6a4,Tph1,Tph1,Slc18a2,Maoa"
CNS_RnDsystems	Neuron	Neuron	common	pos	"Calb1,Dcx,Eno2,Map2,Rbfox3,Neurod1,Nefh,Nefl,Nefm,Dlg2,Dlg4,Tubb3,Uchl1"
CNS_RnDsystems	Neuron	Neuron	Neuron (Dendrite)	pos	"Arc,Dbn1,Map2,Dlg3"
CNS_RnDsystems	Neuron	Neuron	Neuron (Synapse)	pos	"Kif5a,Kif5b,L1cam,Nefh,Nefl,Prph,Mapt,Tubb3"
CNS_RnDsystems	Neuron	Neuron	Neuron (Axon)	pos	"Bsn,Gap43,Gphn,Homer1,Nlgn1,Nlgn2,Nrxn1,Nrxn3,Dlg4,Pclo,Dlg3,Shank1,Shank2,Shank3,Snap23,Snap25,Sv2a,Syn1,Syn2,Syngr1,Syp,Syt1,Syt4,Stx1a,Vamp1,Vamp2,Slc17a7,Slc32a1"
CNS_RnDsystems	Neuron	Neuron	Neuron (Growthcone)	pos	"Basp1,Cap1,Cotl1,Crmp1,Dpysl2,Dpysl5,Dclk1,Dcx,Dbn1,Fabp7,Farp2,Gap43,Gnal,Gnai2,Gap43,L1cam,Ncam1,Nrp1,Rtn1,Snap25,Atl1,Strap,Srfbp1,Stx7"
CNS_RnDsystems	Oligodendrocyte	Oligodendrocyte	Oligodendrocyte (Precursor cell)	pos	"Bcrp1,Cspg4,Nkx2-2,Olig2,Omg,Pdgfra,Sox10"
CNS_RnDsystems	Oligodendrocyte	Oligodendrocyte	Oligodendrocyte (Immature)	pos	"Cnp,Olig1,Olig1"
CNS_RnDsystems	Oligodendrocyte	Oligodendrocyte	"Oligodendrocyte (Mature, Non-Myelinating)"	pos	"Apc,Cnp,Olig1,Plp1,Rtn4"
CNS_RnDsystems	Oligodendrocyte	Oligodendrocyte	"Oligodendrocyte (Mature, Myelinating)"	pos	"Apc,Cntnap2,Cnp,Mag,Mbp,Mog,Plp1,Rtn4,Omg,Tppp"
